projectBudget,durationDays,taskCount,highPriorityTaskCount,averageAttendanceRate,weatherRisk,materialShortages,costOverrunProbability
5535784.316694624,100,80,14,0.8271983440310774,0.752254531083592,0,0.28612305287376816
4159541.151139414,137,81,9,0.9691452375893912,0.20448774551092452,2,0.2382660270336127
3680406.673509669,87,85,12,0.7581960747258311,0.7666711052657601,7,0.40174106150373023
791343.3148803826,277,98,10,0.9364782091361412,0.38244804227040574,4,0.31613576886424544
7936008.140468124,118,35,1,0.7026828266321772,0.43460606613739405,6,0.40586652012258817
4037447.616523037,343,83,19,0.8257724686003236,0.0451360858029769,3,0.23742800077091605
702599.4321656335,82,6,0,0.9258708085699983,0.37349555318342986,7,0.30914941528847506
2224829.6942830174,148,18,3,0.5631139615674092,0.8717417805929742,9,0.5564002230440276
4342060.998649923,226,38,5,0.7900627332977104,0.808002325129648,5,0.4278151297833636
5933263.596668877,187,35,2,0.5060320253163167,0.47105165136302585,6,0.42134043210674677
6830282.078553504,178,94,22,0.8545244586813963,0.9784590740255054,1,0.3984013849027187
3701590.4841347686,179,81,4,0.9211834822436574,0.9460629732236383,8,0.5175381011610312
4309792.923850751,56,83,0,0.9521824654680224,0.7705658650196304,7,0.32429530010824
7313092.277932013,362,75,2,0.7162069173665179,0.8919788524286548,5,0.46226314306771177
8761197.939564262,344,33,1,0.8543462899829668,0.9692672718052618,3,0.3830148957117915
6349696.902725227,321,73,16,0.7725985215039022,0.8951429735219525,9,0.5771654286921994
8110448.620678598,126,55,5,0.714949467006519,0.4020989005862562,3,0.31188017039646576
812493.4463376264,105,41,6,0.5704033109471489,0.4570276426956267,1,0.3316918134703899
5847451.5859447,348,46,6,0.8312246277213511,0.9784543360122868,9,0.5311252503271511
2927796.323895888,170,44,6,0.5177084627145119,0.409437635321207,5,0.3629021452142528
4408781.332873484,340,65,12,0.5110739707257357,0.7501306115571174,8,0.5452852231638087
8442956.92603343,59,28,5,0.5422918203966612,0.41852513454305107,0,0.15315287386509968
3810574.1515234443,137,84,8,0.709902365429318,0.5560026112965096,4,0.3614341440557075
2054138.3883678897,148,73,5,0.8666935377268381,0.5392331252844738,4,0.2949165700982462
7369324.112735059,330,94,2,0.9660450730457011,0.7386689060564606,8,0.40041136212605377
6136823.002602707,247,42,6,0.8035476003530737,0.23637277252479671,8,0.4206998971827586
4393667.200026597,48,38,8,0.5402462295965142,0.7755873344533434,0,0.26702431566812546
2337107.529820756,128,78,14,0.756997792782149,0.9454612163186448,6,0.48375469459107473
7490915.353057423,77,86,1,0.7952422633303342,0.016733494413408323,6,0.20470553646194095
7694038.39054067,50,97,23,0.5474326274266701,0.12249779143104211,5,0.31593993740180404
2289880.6629711194,223,59,13,0.7998099541594201,0.48145210060910604,3,0.32962694136248144
1472789.7511345723,34,88,8,0.70470806317519,0.0614759369946799,4,0.24028023935290005
2291522.6289537433,55,62,14,0.6582592762598627,0.7726934438476076,4,0.4827033332804281
4105697.7249518363,103,45,2,0.7255012928926394,0.5172102040375961,5,0.30836340304596344
5128426.627141478,212,33,3,0.9922637918491944,0.12643573119496954,1,0.19707877477413782
3132086.1357664047,168,40,6,0.9717087989320153,0.10614942718369791,0,0.1680225332340439
1734353.8281619884,276,33,0,0.8767800377597339,0.21532884028052368,6,0.28179264396211845
5289343.893396787,151,24,1,0.6143984566215572,0.5157718502021992,3,0.3439006508041533
239125.48653192952,117,20,3,0.5937155922007832,0.33924678600313074,7,0.44378296265844497
971368.2890251537,315,42,4,0.9596584379986373,0.7591660311048872,1,0.30074101550727456
689050.3387644319,130,83,0,0.7345969542546392,0.501765846388593,4,0.3777989704592052
3739377.3577257344,74,23,2,0.5335869572204988,0.6381527368292661,8,0.5221376356078908
3540614.3778387937,135,76,7,0.6189269821118768,0.11306212342464561,8,0.37480768292528116
4305609.7689420935,170,37,2,0.6789954848661477,0.8857529617080522,9,0.5456305874597568
4315372.174038994,182,50,0,0.6926193113751166,0.15716846253102879,6,0.3463452320398346
9448719.28992953,200,5,0,0.740256278864899,0.4667940356358249,8,0.4177919911944867
8857747.887170935,181,67,2,0.5848784781507486,0.6456498642784783,1,0.34139904921795444
7693148.417546192,133,52,4,0.635608291259603,0.326884857174505,3,0.25563908685907977
9203737.33087375,272,21,4,0.5183015594417462,0.18069372658199645,4,0.3400366981073697
2209555.7811252065,95,35,3,0.6852746196072841,0.6343505170881351,6,0.38856573513164155
6956679.509048993,310,91,4,0.6848822285482461,0.9223138249005346,0,0.3193796586398624
4678785.682378867,240,29,6,0.700437408019809,0.2722619756694008,2,0.3286226321131157
7715106.992751344,344,29,2,0.8702324121088532,0.5599179909644503,5,0.44104549537882415
7594228.676095564,150,70,7,0.5710926396794809,0.025068922450037445,8,0.4004719416236662
5368824.774408333,301,82,3,0.7538951623470069,0.24150480834761057,8,0.369938008282263
3541142.8558048564,362,27,0,0.5178813780962849,0.6807282657602429,2,0.35803202818551094
9132964.242566966,120,93,19,0.6198597178608458,0.6394142291528366,4,0.4021135003677986
4274629.97158447,173,86,6,0.8191020481206981,0.2649227996166563,6,0.33502034407706893
7197642.4983140435,218,87,4,0.527481316527235,0.9322730322949662,7,0.5454657468789486
441303.9833088038,94,83,14,0.6095586083912887,0.1466877641272869,6,0.39256331319268706
885705.1423206406,315,16,2,0.5472876600517662,0.38475332253214956,8,0.4884949388646166
3506659.2623164416,311,38,7,0.5154745683532533,0.8890301270614922,4,0.4740310134182561
9656992.757877557,146,69,13,0.6855708350941265,0.4742256959266514,0,0.28143670732676024
7486701.650862294,115,61,0,0.802716599011295,0.8309012380499492,8,0.4573522144068016
8253389.942336379,132,50,8,0.6810901283857549,0.17731609765315703,5,0.3162057940711082
7525788.13389544,166,57,13,0.5223733048599222,0.4429232143402807,5,0.4423917641209721
7697308.902912046,283,21,3,0.5573788242809969,0.6758181427776966,7,0.5035334009099897
754835.9961325751,185,17,2,0.9429105053376772,0.0003283020789006663,1,0.13528656256182528
1736842.7233258127,130,69,5,0.9422726888616821,0.8556088365490794,6,0.4422810062759185
9050332.891306425,300,89,0,0.6000122567046248,0.5319268559940847,7,0.4825559342093366
693542.3881255803,138,38,7,0.8895897732295757,0.4533311784910925,1,0.28182134502479184
2649020.34700699,184,16,1,0.9944903852835703,0.7735864127788654,6,0.4400735351707455
115979.8886264503,118,44,6,0.7083602371477413,0.2346024174999316,4,0.3869534807687117
7869156.319746536,274,31,1,0.7299382506456273,0.4439832769441018,6,0.40579844544302474
1897519.6261385633,53,91,17,0.8822640814852414,0.8829656303807345,0,0.27678500947924123
1446717.9195978933,123,82,13,0.9340365478790364,0.07293098924238328,6,0.20103749688780193
7714007.537341705,314,77,12,0.7702858998490636,0.8311775782692838,3,0.3664189424917822
286612.1709608006,208,10,0,0.8993699194104583,0.9449988899070263,1,0.39237009315769744
2007741.7283574268,82,78,11,0.8848125942222965,0.3764293833724651,2,0.24630174259922716
5129149.416211269,73,68,5,0.6830646552333135,0.7017238500296451,9,0.4826326843853259
3537708.6358635803,339,65,11,0.5360960251985133,0.7702708264634242,6,0.5249076350226867
7842292.293788675,232,23,2,0.5680460153784128,0.3468281357958658,4,0.35307878879296434
8613751.320812853,311,23,3,0.8531320156992004,0.8166488468503394,1,0.31882304954321394
8227321.8973552855,135,35,2,0.7733897238603769,0.8835623516899335,2,0.33847368484143425
3335714.795442918,193,39,5,0.9104908367700927,0.6984028215686928,9,0.5553148242653247
2192171.105026892,198,36,8,0.5612237269536153,0.7351922259274626,2,0.46303859348793075
4369736.500790834,210,89,13,0.9475872101022085,0.766698190942306,4,0.38514260141816825
1370787.42707805,298,60,11,0.711371529235129,0.8434629548636916,7,0.5380027198884115
8403370.164400322,344,33,7,0.5392984571135142,0.5793238297409304,2,0.3995966438874037
7437211.918792323,269,25,5,0.8377722287020918,0.806588098357503,2,0.4129643012792536
7622735.8741909275,124,12,2,0.7180417254722271,0.4267427178537905,8,0.4795862262287008
6280158.292104882,256,12,1,0.6430270623804168,0.7301887895843947,4,0.3990308173935869
5938291.85271582,310,34,1,0.9641194984879001,0.8081024547015234,6,0.3502115862450212
9217660.411357515,270,11,1,0.5777032799591901,0.6950130861652494,8,0.523915455110322
7029026.366944854,73,50,8,0.8821076079058132,0.025094901103107525,7,0.2440185721175806
3556297.8673170432,102,44,6,0.5366606509889538,0.6414866083632921,6,0.4214948987169816
1953898.0414668927,41,5,0,0.8622970498615494,0.6044225061930325,1,0.13853029581476642
4184363.180595407,87,16,2,0.5920741736285335,0.6183125404641635,2,0.2930788853239484
2959416.6882489747,219,50,10,0.71190799117685,0.5750965020840623,8,0.4735982965311372
9872181.329837156,354,87,14,0.9558072583764954,0.7719432015050509,2,0.34818686106137126
1410149.0441082937,254,7,0,0.7501910327091696,0.6162468663017557,8,0.4296397249502616
406459.4691591551,260,65,5,0.5241203863740855,0.07215506029049235,7,0.41001874612277067
972138.9624540613,188,33,6,0.5466902748135645,0.041697231093857035,7,0.35574084777343185
7284677.601208444,329,80,11,0.5876694765370885,0.7966788423576905,9,0.6426930974869118
1545463.071516515,248,34,4,0.5311054970545475,0.19173852962926363,2,0.2623319319097131
2734989.8381883395,137,74,14,0.6339860575559032,0.6193105164128586,1,0.3439707570092199
357063.39776360727,158,69,1,0.5953207215756597,0.9016113806157503,5,0.47592398745031134
3166321.834464816,112,62,4,0.6734443550151068,0.06683007995032775,6,0.24730892097675947
1116316.879693092,357,34,4,0.7419128223041125,0.20261241929514273,3,0.2349432144472392
7972631.631203768,180,81,17,0.5560128176304527,0.03702945092168464,2,0.3351443407714537
9448526.862701239,268,81,19,0.8277842664702884,0.01903663983834869,7,0.339948615386377
4666448.168368589,285,53,4,0.613318355502003,0.7603401209812354,8,0.5328417137462569
6001891.585558582,238,30,4,0.8320672685779327,0.9413924548422864,2,0.4121111589644053
772416.6207224745,358,16,1,0.6087297870230333,0.7741393154191667,9,0.5402156206156654
3154685.103038508,248,75,17,0.66821153143824,0.9842802392334584,3,0.47409072302194705
4146822.895012022,332,75,10,0.5876526000737397,0.8326567913421733,7,0.5222037199094076
9063783.87426877,284,94,2,0.5912548367524693,0.2860516918363166,1,0.2746834181454187
1793724.674526348,213,78,1,0.9168270565917459,0.863350949436998,4,0.3908490333090179
2440967.516293554,105,52,6,0.7204283472169946,0.025497625656073164,6,0.28369568733074585
5428815.369327353,267,56,4,0.5346385443957204,0.2563388876077112,7,0.44164927206111204
3268931.923682898,101,93,22,0.9817407084627581,0.8397648067014158,4,0.37143839439738335
7738770.262900193,123,83,18,0.7804865960576164,0.5608030786581437,1,0.3080166575677132
7097499.285535891,218,40,5,0.8086243352386885,0.2900451707903241,8,0.4044098752787459
3983317.0783449677,76,89,1,0.7027837011398895,0.868072125357691,7,0.4685289092028625
9442082.172696479,49,98,8,0.613675225787423,0.4065278168851316,6,0.3393806061184913
5340448.866173906,285,98,8,0.8900181544052688,0.10273781786201752,9,0.40025870366591215
7956860.828163506,343,63,8,0.8270788539480505,0.24668486007400947,6,0.39939933479346873
2678593.0425624354,52,61,0,0.8752652777439562,0.24691233309668847,3,0.16309642368323535
1007504.4178989527,255,96,21,0.6575801140575633,0.7796253767405464,3,0.41288373487212404
7944480.843991134,200,47,8,0.5465741479269027,0.37973148133730616,0,0.27006112088083456
8619951.403157094,217,58,9,0.7372383024165483,0.6815043583509709,3,0.3906796271283683
1221013.5971409616,358,60,8,0.7720476666824387,0.5864169315491248,5,0.41739878484441706
1390667.2111548113,188,21,1,0.8450199918125113,0.6179051273076818,5,0.4220709349540481
8551084.242212357,72,30,3,0.7137039384522655,0.962579490737361,7,0.5242336425316281
2480126.4803681327,234,83,5,0.9784657044875615,0.7171464764557307,0,0.27368666711323647
2585124.405332929,114,57,7,0.6329580384310676,0.30679359981300214,5,0.34160630326970837
5827506.933345354,147,36,3,0.5885012790587472,0.13924239938046468,6,0.33415554365910094
2868081.5127474857,31,39,7,0.6782866900407509,0.9747448642789954,0,0.3262640333913079
1354335.99588812,215,79,2,0.6208005959736916,0.16149892845242408,8,0.393038164552385
4204298.227987612,261,22,4,0.6079286190205744,0.6772747112925829,5,0.4285267220467178
3016998.337350193,79,83,5,0.9479649027500618,0.12274173003049538,9,0.27567861659380194
4529085.27996585,247,67,7,0.6037692592537713,0.375588954582036,1,0.23982384343103333
7377924.337485582,45,49,8,0.531994588022348,0.32442525174955317,8,0.41649420754673777
6204420.047467068,199,9,0,0.5966495405127968,0.24801752237886887,4,0.2917184907788665
2160030.9914716706,268,34,2,0.9209131735091325,0.7017962224500476,1,0.3579085547678812
2200446.502029097,174,25,5,0.5391560987092636,0.6258224127731215,3,0.36226014541247736
3486077.6709933667,126,50,1,0.7862146094150855,0.439918700920111,3,0.27142155758471226
6622167.603637249,194,86,5,0.8691778646959614,0.5966121674458258,1,0.2503444368305208
8076774.824164551,126,86,15,0.5773159477764049,0.7926778393429555,5,0.49837561247997164
406923.8467630555,79,12,1,0.5467773339196587,0.7307214249153087,3,0.4508597516831022
6641660.927525687,144,36,0,0.895056657324291,0.5807185795156753,8,0.41410245699383746
8661239.245028945,220,80,6,0.6070657791329115,0.6160752529952599,8,0.4622638300313289
4069777.054882274,242,18,3,0.6115863578263067,0.19119361648130428,3,0.32317317822089064
4992649.321692865,349,40,8,0.9478331114494248,0.3408482341467036,9,0.4310038839932094
4410450.320957051,283,42,1,0.6311280646893709,0.613890592193853,3,0.3196633368680756
9067494.058713514,68,99,2,0.713286092755983,0.22254277143879964,3,0.2067128247721425
5091853.40229717,245,25,3,0.619691690884907,0.10885659004476689,0,0.2065747752270682
2006459.818749259,75,65,9,0.8358694367158546,0.29100341575352184,1,0.15193871643189907
8502416.20386436,59,68,16,0.8497789860607313,0.5458416418013576,7,0.3756694173482066
7519459.631005963,42,27,1,0.9959376113513188,0.5086681539378907,4,0.2484786900148002
2638052.289069524,132,54,2,0.9967838240477522,0.29188769274853377,3,0.2486605718713897
7169413.37364881,87,74,2,0.5482897160273399,0.32645084343230113,5,0.30765169924468394
1100633.599351817,280,26,3,0.8760442342052168,0.004613877408134459,8,0.3936574711173989
5804981.71238353,280,47,0,0.7922389293179195,0.40772024906599347,9,0.3972366054965892
2963010.253409649,153,40,8,0.8807764009449217,0.6288848867583449,6,0.38639075495507685
238556.1671758704,291,45,8,0.9314197343421189,0.41048073886237035,4,0.40959281591650587
6063321.631404412,188,92,2,0.9670585730310948,0.9195214654934003,3,0.35289897329721914
1946292.1456558143,185,10,0,0.7848273465630837,0.1102489513667474,6,0.26570893011026553
6218370.006876604,227,74,7,0.6464360358688814,0.31098518204119774,1,0.23574851403274308
2154129.147105586,346,70,5,0.865014551353596,0.36939645519861575,2,0.21632174166007453
2723860.50228043,214,8,0,0.7650648855038463,0.5578012918326452,8,0.4673281110415389
7049556.915497975,169,48,1,0.8567879388209707,0.8105702720753643,9,0.4993576087925921
6304442.904877887,169,66,6,0.6403212994624861,0.7604981443927142,5,0.46544562127870126
7215131.322984959,326,86,12,0.9461166171769886,0.17712129397150422,9,0.385339062177667
9128675.56366457,62,90,7,0.9129776989560957,0.8625927994753105,1,0.2402403703448257
2600185.2142919297,66,86,1,0.8366904967746551,0.36205936129460914,8,0.3153302471649913
6273628.617961076,314,92,7,0.8912390106695185,0.0029989619757031516,0,0.08070715079954568
9463900.676148217,306,25,1,0.9197748497440559,0.9367213134569647,7,0.4491999527263879
8228870.554784011,177,69,15,0.8208243463561962,0.7597674825886253,4,0.3804165233739544
3909282.8852883414,147,91,9,0.7922475901693716,0.3288113182125154,9,0.40778719994529594
1234543.873126039,60,56,5,0.5959045480647738,0.7242373275991194,9,0.4333150295479418
8603701.35378822,180,82,6,0.7507574798980916,0.06155482716780769,8,0.3557024364893706
2687680.8533250354,237,51,3,0.6591446733236388,0.41604838078802475,5,0.40866290340034267
3242648.7153562754,66,22,4,0.944099919132413,0.0048434027230725984,9,0.28039287605124824
4619015.837761107,282,88,2,0.9291123473782695,0.9984339015900016,4,0.40055788858902774
7715963.216096998,205,9,0,0.7285341738955073,0.07469852103671926,8,0.37535442956402537
8645509.821766376,168,77,11,0.5951470940762684,0.27955880912771014,3,0.33624595897244947
7696281.918079432,89,48,1,0.8505720980611873,0.33022054621549457,3,0.21441804215753665
3107540.1475777784,142,42,1,0.7644662679944159,0.8066601200533466,0,0.27100463374217637
6130253.456704724,106,99,15,0.8725619653615182,0.05956728039014414,5,0.22066753171886444
6508090.3447257,90,46,6,0.9902994231610927,0.9688199468037648,0,0.29420314078590337
8612075.431120625,238,42,3,0.900062009706214,0.6331081951440871,1,0.29336460871424824
4188394.566248417,147,97,12,0.8796109576328972,0.7909808245599792,1,0.30244476175105794
9162652.42219832,103,81,7,0.9667346918132337,0.5721234399143112,3,0.25733255337773214
6099697.3748223055,57,89,10,0.9422232345334163,0.04451642562535163,4,0.10981378496718658
3231410.4886187045,295,57,0,0.7728745286066128,0.1817811514693627,6,0.3312198483873133
3579785.5742426105,167,25,3,0.8678326853471374,0.7063845158047041,0,0.2826339514479898
6222994.64350545,215,94,3,0.5579202362552353,0.8187713771640722,3,0.44483090606943987
3201586.53707048,34,90,21,0.8569143224657332,0.6266427317042859,9,0.47656589907306124
1058393.027365775,34,78,7,0.996410196428093,0.5338386340727596,9,0.3583558002314456
7241886.973041414,221,12,0,0.664659242085194,0.5120917138978355,5,0.35487858322977706
3889129.2161153737,121,35,4,0.8576297402746045,0.6194410732126904,7,0.3783031976557135
5815795.121932449,345,52,6,0.9778975204869214,0.45529530655364303,1,0.18416851604187084
762369.9193405405,189,70,2,0.6172567191719833,0.0631931175100211,3,0.30187582483775843
137228.97670075187,288,31,3,0.8235155292172074,0.7159063387956534,9,0.6150978160397458
7549274.01463378,129,74,7,0.8351580314516163,0.16861364733656714,3,0.23313732047538357
537495.337847641,334,55,12,0.7078667158715373,0.3576175854243061,7,0.4640587640837257
6589321.20478227,325,13,2,0.678939459548745,0.6041780010716399,2,0.3937085080373059
7947087.826222743,173,93,11,0.7977839847184491,0.4886264053210708,3,0.31276227354122826
5401769.702670251,228,45,1,0.810993764094557,0.7318579312554415,3,0.35258550743289235
7366255.436586029,143,18,2,0.7820527169941445,0.48880085180751853,2,0.2519956417981816
7031342.576473749,327,6,0,0.9643768274097453,0.9058377912974132,7,0.48690125196203177
8088862.271032636,90,76,2,0.6178197126158542,0.577444949837655,3,0.24898647211781136
6658122.493093245,359,84,19,0.808736050396119,0.7736505062196263,9,0.6028491842098583
5655863.463580511,291,9,1,0.8086921773269491,0.07785703615345696,5,0.2472638232246459
5578754.664261217,123,86,0,0.7762688896885357,0.9009465134522405,7,0.4571437372783178
5638921.976232391,84,13,0,0.7119525035937952,0.20056435615821588,1,0.17355404142488406
3746031.793784123,355,45,1,0.9496765666119176,0.5500161859774588,7,0.4136897740055203
8839079.746890308,247,99,12,0.9265964955516527,0.5440370747796177,9,0.4010152791961248
8444083.943702241,69,52,5,0.747765365914115,0.7425075780816303,4,0.33734739685534326
964458.8497519289,135,57,6,0.9617366979849113,0.22336270060532937,8,0.3355387567616581
3344597.7918462455,169,22,3,0.9236849460381581,0.28422739346158576,9,0.47373101934855427
3133259.945079199,196,23,3,0.5095583496887149,0.10472676078402277,7,0.4065664206731567
9661697.667305274,167,38,0,0.7004027164853446,0.6730931232881382,3,0.3536388215878257
5848199.080346296,36,33,4,0.7250835280943644,0.949505722086631,1,0.3066178369357003
538591.7489451494,155,41,1,0.8469363708654838,0.4048671975370436,8,0.45984016656491855
1832335.8259741415,207,91,4,0.571237095386737,0.6584147765550005,0,0.34741717350239587
7540420.30663312,271,80,10,0.5146735657455637,0.49107833673838364,2,0.35940507634318697
5063617.030448065,65,16,0,0.9838525802214981,0.06118640197332348,9,0.2512259052548208
8747952.903166775,223,98,22,0.5149332702567682,0.44492483002812755,9,0.5224107100272875
5922586.632524387,199,53,1,0.5200556257240599,0.3248754610231197,7,0.40083577618374805
9513529.839742715,101,9,1,0.7994961170694428,0.8374919103260373,3,0.3377057318112064
443435.05298719654,49,28,1,0.5850403857348205,0.3652983022777213,5,0.3265604425837777
5970289.836058416,81,93,16,0.6038767788289713,0.4169769015749998,9,0.4263609607116038
8021338.21720631,300,58,3,0.5072200351666964,0.08069093790503978,8,0.40799966989135533
2944252.732668473,213,49,9,0.6817035389418131,0.8965911872687549,3,0.4605598359357656
8311942.852030679,120,41,3,0.9329591737220629,0.7622332038607773,6,0.37783975138255943
7419675.30026189,33,19,0,0.7695621696004364,0.07757725318088438,1,0.08941525886061134
4299008.938921552,220,30,2,0.7282852491193281,0.4773267573230181,9,0.48424621847297555
9532032.422486665,187,38,2,0.9431073499808189,0.7793495174401184,5,0.42656963222598293
4413479.190674235,44,59,4,0.8913343645586358,0.20915871435414635,6,0.295723808964873
9143314.153851427,217,71,8,0.7950169258336419,0.24920700401230467,9,0.4339863800912981
4644474.128392984,180,37,5,0.9022099269702553,0.16903116830690057,9,0.38409921141854475
9048432.94118186,330,52,6,0.5441470558786518,0.5576681648740915,1,0.3359769669993546
6502320.713637673,228,59,6,0.9407092147406562,0.9843265074346377,5,0.4620017497448112
8367894.753300443,43,78,18,0.5036168508181493,0.03038905294387817,2,0.17443396987381096
1348234.950266387,59,11,0,0.606141340737115,0.9255805940851151,0,0.27497256221982846
9207851.811792344,305,71,16,0.6865213182573826,0.8096890751306516,7,0.502455490056491
3804707.222003354,348,45,1,0.5937874585192249,0.12923336692702692,9,0.4390501683313514
9024136.701917063,216,92,16,0.7128551707185378,0.4897458580177936,7,0.48087942047827525
8900573.98002394,238,49,3,0.9422920686198673,0.17656177536549222,0,0.22262015093013715
6207673.391464122,94,52,6,0.8358004188983743,0.18204762498270055,7,0.29694992737566017
6417158.47551151,82,97,18,0.7158058616048466,0.930229165222243,7,0.5108451697143042
5902044.200096057,259,33,3,0.8807336843821962,0.0026929946032983043,4,0.2630183466505465
4543075.165498534,143,50,7,0.8646751557740875,0.3662953076855453,1,0.27014215578267536
8504851.738600586,96,21,1,0.652064806101988,0.8880893399800276,8,0.4984004908359993
3459616.343063743,301,77,6,0.5365635860800602,0.030398149124717166,2,0.18093562387519885
7072010.432667818,101,96,2,0.9326536471233211,0.8186861631120927,2,0.3229820988722324
6956614.027302572,109,18,3,0.9213587266099612,0.6750180768152434,7,0.45048412776357505
1928780.7194773662,279,13,1,0.5815654109135788,0.9783303093036649,0,0.3841940944170079
2560219.5059680445,122,98,23,0.5279241758933777,0.16063313644425503,4,0.33977013904309084
3201952.480079508,134,60,5,0.5993828343277019,0.11056377162154252,5,0.323219335268152
436803.8756499415,208,14,2,0.7086471061012665,0.04912039510952315,5,0.3840689395427317
6063209.905520165,219,86,6,0.849725241308102,0.6777288698446465,2,0.35186185627936584
6168973.174566054,261,50,7,0.7615325879291093,0.5293425690288813,1,0.24308557056565655
9362978.94317241,338,11,1,0.5192483355532216,0.7660262157882824,0,0.3577649490090254
490709.49849500635,243,38,7,0.6692821416990835,0.5175708136198909,5,0.41415543694097245
6710243.526946131,193,15,1,0.9699765194952079,0.1836364693867869,6,0.34358949070459804
6932330.429888474,162,39,2,0.8660828646023947,0.5877332307787385,1,0.3003484900817942
7261488.208540377,117,64,8,0.8664737239014896,0.892834668371603,2,0.3089993845281731
3906757.3182077087,74,73,0,0.5604734136968594,0.4869199605145341,8,0.4465936642933598
836985.7882434233,318,16,2,0.9855935114336456,0.4342824957470943,7,0.40806029159513796
1722257.775712402,47,39,2,0.5233009763896983,0.870234179635202,5,0.4120164041732207
9933257.417080646,306,61,10,0.9737429100834654,0.20263816703956328,0,0.2096328352923707
9566279.76985234,309,89,19,0.5888912439250744,0.6432408764821883,1,0.43267970756687957
2522983.719347252,120,39,6,0.7019471124699865,0.8810127213229261,3,0.46952857645651164
1953439.9107828627,279,63,14,0.5648440249632134,0.2939485988422339,5,0.3949437592978335
2807007.170106813,226,69,7,0.7669577310735127,0.5474938149863908,6,0.39097525356690616
4573194.868132348,356,47,6,0.6310078811504145,0.8376341883661781,7,0.5253284663250456
2862227.7518377,299,31,1,0.6200273781788335,0.9405477800288499,5,0.513457658049257
3973299.8487414764,293,91,12,0.9024336900449743,0.22551077919220175,4,0.32261129524767823
7713092.506800586,351,90,4,0.6100424517326684,0.743999078611504,9,0.4730548275694331
3454627.7674580836,147,93,22,0.8536826177428789,0.24444758635095964,7,0.4015568260136518
4705497.4062495455,249,21,0,0.5898509981043805,0.41444155114505643,6,0.36474126136877233
9428554.728407614,273,50,9,0.7996534287141,0.9143419254830047,9,0.5499063102751583
856449.8016414028,253,73,13,0.8855656947361407,0.33957321940347596,5,0.3328252077190241
3190163.1410066597,206,28,4,0.8758183744093385,0.2114442429138671,3,0.2813295549384833
7688623.342611534,128,78,14,0.5498789704119411,0.44039290702384215,0,0.2690833155513028
3748760.5232773926,247,62,1,0.7373348962547349,0.18244109935508668,2,0.2604798799502982
9068688.528885106,148,67,12,0.7064857816005553,0.3264550140936264,5,0.3522910349309667
6387325.960653557,362,25,3,0.8200146427474183,0.48773926396165423,1,0.24933316042650927
5887093.067600551,231,30,3,0.9504211675530119,0.5797269945104547,7,0.39174620166321505
7848158.9212523615,150,21,3,0.9357277344026527,0.022268318896762396,5,0.24869028771249366
1869354.9180829606,50,39,4,0.7382612477824206,0.08545094684251531,5,0.17881394561002675
740409.8673047958,321,28,4,0.9941830760922967,0.3184498880973349,1,0.22141800056769542
2717306.1213113787,233,14,2,0.9279533399406354,0.6467504371594596,1,0.30336087412747836
5092205.376937732,133,12,1,0.6280043388561729,0.7448506248826883,6,0.4604728909979726
8368562.902575897,70,50,7,0.7134224345378897,0.6170108200773583,8,0.4163381525712755
5115760.007680527,213,55,8,0.887413670123278,0.9396285520530383,4,0.40169673487065827
6694229.407555439,329,31,6,0.8196373228029905,0.4729768592132021,6,0.3960124707306776
1970123.701160963,56,93,18,0.5762566434138288,0.5257451870951243,4,0.3649835071541938
6448686.4967404315,164,57,12,0.5703595385569551,0.6294741986217256,2,0.34210776347546906
7930606.821463607,325,22,2,0.6809712952294089,0.1458843164812923,6,0.3133890801846969
230396.31183853574,209,35,4,0.7425746288780757,0.3030139923336459,7,0.517318585078342
5294385.5757033145,154,26,5,0.5005985465505952,0.9303631976576038,9,0.6732843042407721
1022940.1062852559,292,39,7,0.9938507027264711,0.7428658135721066,4,0.41270845277792073
1710069.104284035,160,41,5,0.7911392262631649,0.5542201110784041,9,0.5066053190393942
4063201.88024447,227,32,2,0.8728043183379449,0.08958323177516436,4,0.24570143863731758
6477409.23629833,145,53,3,0.8837176062534932,0.9879520574450215,0,0.303534527835373
2158018.0663524135,211,32,4,0.8704215215401687,0.6477789912855119,3,0.3405906493534636
613113.064964676,238,33,3,0.7975636104779633,0.4163341227344928,8,0.4827562966407749
9852458.74875648,168,69,15,0.7945681821821108,0.17042594306071424,2,0.2654733290911662
5629945.639331436,316,21,0,0.5769746891631773,0.7260952457536325,7,0.4773600447582561
7106411.708785979,193,88,5,0.941385980072537,0.5517372650338405,6,0.4149178171636517
4457275.251938959,355,75,2,0.6330700849868363,0.32668615724420613,0,0.22140846396704184
9298018.783828657,154,76,12,0.8447016097112514,0.3622220006776098,8,0.4126232522669816
3028926.1559493667,250,29,0,0.6909406619348752,0.3419457628591581,9,0.46723761388933915
5527118.914433392,354,80,16,0.6369320233203896,0.18969578468103165,8,0.48120270907649054
3870216.5709510176,151,51,3,0.5388220407326398,0.16045232425587064,8,0.4349124724034679
9837821.189848837,353,62,14,0.8121354261099947,0.3662415588845439,4,0.34667887822159826
2157542.2842891607,261,43,7,0.7673015881249865,0.8001416072592115,0,0.29683228139100404
8138633.9945231695,38,41,8,0.7750793639555076,0.4903456548228792,6,0.397724908460984
9939994.953672027,223,63,2,0.9895906720838055,0.036214843226682114,7,0.2609058063255856
3805128.0773332356,362,77,3,0.5459676957117854,0.4226408699900296,4,0.36312198962359
